voltage_ion,pressure_ion,voltage_conv,pressure_conv,tags,source_file,tag_list,tag_IG_on,tag_IG_off,tag_IG_fail,tag_IG_turn_on,tag_IG_slow_on,tag_CG_on,tag_CG_off,tag_CG_turn_off,tag_CG_turn_on,IG_state,CG_state,anomaly_if,score_if_raw,score_if
2.18,2.33e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4619442459407034,-0.4619442459407034
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.46187552223974615,-0.46187552223974615
2.18,2.33e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4619442459407034,-0.4619442459407034
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.19,2.39e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.46187552223974615,-0.46187552223974615
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.949,0.000983,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4376147898474993,-0.4376147898474993
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.19,2.39e-07,0.949,0.000983,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4377613418524394,-0.4377613418524394
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.949,0.000983,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4376147898474993,-0.4376147898474993
2.19,2.39e-07,0.949,0.000983,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4377613418524394,-0.4377613418524394
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.46187552223974615,-0.46187552223974615
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.46187552223974615,-0.46187552223974615
2.18,2.33e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4619442459407034,-0.4619442459407034
2.19,2.39e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.46187552223974615,-0.46187552223974615
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.46187552223974615,-0.46187552223974615
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.19,2.39e-07,0.949,0.000983,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4377613418524394,-0.4377613418524394
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.19,2.39e-07,0.949,0.000983,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4377613418524394,-0.4377613418524394
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.949,0.000983,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4376147898474993,-0.4376147898474993
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.46187552223974615,-0.46187552223974615
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.46187552223974615,-0.46187552223974615
2.18,2.33e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4619442459407034,-0.4619442459407034
2.19,2.39e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.46187552223974615,-0.46187552223974615
2.19,2.39e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.46187552223974615,-0.46187552223974615
2.18,2.33e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4619442459407034,-0.4619442459407034
2.19,2.39e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.46187552223974615,-0.46187552223974615
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.46187552223974615,-0.46187552223974615
2.18,2.33e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4619442459407034,-0.4619442459407034
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.949,0.000983,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4377613418524394,-0.4377613418524394
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.19,2.39e-07,0.949,0.000983,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4377613418524394,-0.4377613418524394
2.18,2.33e-07,0.949,0.000983,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4376147898474993,-0.4376147898474993
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.949,0.000983,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4377613418524394,-0.4377613418524394
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.46187552223974615,-0.46187552223974615
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.19,2.39e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.46187552223974615,-0.46187552223974615
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.19,2.39e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.46187552223974615,-0.46187552223974615
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.46187552223974615,-0.46187552223974615
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.949,0.000983,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4377613418524394,-0.4377613418524394
2.18,2.33e-07,0.949,0.000983,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4376147898474993,-0.4376147898474993
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4619442459407034,-0.4619442459407034
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.46187552223974615,-0.46187552223974615
2.18,2.33e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4619442459407034,-0.4619442459407034
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4619442459407034,-0.4619442459407034
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4619442459407034,-0.4619442459407034
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4619442459407034,-0.4619442459407034
2.19,2.39e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.46187552223974615,-0.46187552223974615
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.949,0.000983,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4377613418524394,-0.4377613418524394
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.46187552223974615,-0.46187552223974615
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.46187552223974615,-0.46187552223974615
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
2.18,2.33e-07,0.959,0.00103,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4619442459407034,-0.4619442459407034
2.18,2.33e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.49186340536070355,-0.49186340536070355
2.19,2.39e-07,0.954,0.00101,"IG on, CG on",arduino_data_log20250702_154929.csv,"['IG on', 'CG on']",1,0,0,0,0,1,0,0,0,IG on,CG on,1,0.4918971174144808,-0.4918971174144808
